id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Label
607065,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Adventure",soda,"Siblings,Friends",A little (mild),Pizza
500077,simple,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Sci-Fi,Adventure",soda,Teachers,,Pizza
633350,simple,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Comedy",soda,"Friends,Teachers,Strangers",A little (mild),Pizza
601945,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Comedy,Family,Romance",soda,"Parents,Friends,Teachers",A little (mild),Pizza
629878,moderate,very few,"Weekend lunch,Weekend dinner,At a party",very cheap,"Animation,Sci-Fi",water,Friends,A little (mild),Pizza
712766,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Comedy,Family",other,"Siblings,Friends,Teachers",,Pizza
603664,simple,moderate,"Week day lunch,At a party",expensive,"Animation,Comedy",soda,Strangers,,Pizza
840827,moderate,few,Week day dinner,expensive,"Superhero,Action",soda,Friends,,Pizza
604897,moderate,many,"Weekend lunch,At a party",expensive,"Animation,Action",other,"Friends,Teachers,Strangers",,Pizza
525422,simple,very few,"Week day lunch,Weekend lunch,At a party,Late night snack",very cheap,"Superhero,Action",other,Friends,,Pizza
602560,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,Comedy,soda,Friends,A moderate amount (medium),Pizza
738379,moderate,moderate,"Weekend lunch,At a party",expensive,"Animation,Action","soda,tea","Parents,Siblings,Friends",A little (mild),Pizza
622023,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Action",soda,Friends,,Pizza
604770,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Superhero,Action",soda,Friends,A little (mild),Pizza
608318,simple,few,"Week day dinner,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Comedy",alcohol,Friends,,Pizza
626757,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,"Superhero,Action",other,"Friends,Strangers",A lot (hot),Pizza
745297,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Animation,Action",soda,"Parents,Friends,Teachers",,Pizza
627599,complex,few,"Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,"Action,Comedy",soda,"Parents,Siblings,Friends,Teachers",,Pizza
520037,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Comedy,Family",soda,"Friends,Teachers,Strangers",,Pizza
632189,simple,few,"Week day lunch,Weekend lunch,At a party,Late night snack",very cheap,"Superhero,Action",soda,Friends,,Pizza
627636,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,other,soda,Friends,,Pizza
295428,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Drama,Thriller",other,"Siblings,Friends,Teachers,Strangers",,Pizza
228777,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,other,soda,Teachers,,Pizza
609278,moderate,few,"Week day lunch,Week day dinner,At a party,Late night snack",very cheap,"Animation,Comedy",other,"Parents,Siblings,Friends,Teachers",,Pizza
614089,simple,few,"Week day dinner,Weekend dinner,At a party,Late night snack",expensive,"Crime,Drama",soda,Siblings,,Pizza
607517,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,other,soda,"Siblings,Friends",A little (mild),Pizza
714607,moderate,few,"Week day lunch,Weekend dinner,At a party,Late night snack",very cheap,other,soda,"Siblings,Friends",,Pizza
716650,complex,many,"Week day dinner,At a party,Late night snack",cheap,"Comedy,Family",soda,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
497695,simple,few,"Weekend dinner,At a party,Late night snack",very cheap,other,other,Friends,A little (mild),Pizza
496858,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Comedy,Family",other,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
608688,simple,very few,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Drama",other,"Parents,Siblings,Friends,Teachers",,Pizza
604386,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",expensive,"Animation,Comedy",other,"Parents,Friends",,Pizza
628559,moderate,many,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Superhero,Action",soda,Friends,,Pizza
715152,moderate,moderate,"Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,Comedy,soda,Friends,,Pizza
604110,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Comedy,Family",soda,"Parents,Friends",,Pizza
629010,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,other,tea,"Parents,Friends,Teachers,Strangers",A little (mild),Pizza
605254,simple,few,"Week day dinner,At a party,Late night snack",very cheap,no_movie,soda,Friends,A moderate amount (medium),Pizza
628990,moderate,few,"Week day lunch,Week day dinner,At a party",cheap,"Adventure,Drama",other,"Parents,Siblings,Friends,Teachers",A little (mild),Pizza
625295,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,"Comedy,Family",other,Friends,,Pizza
603415,moderate,few,"Week day lunch,Weekend lunch,At a party,Late night snack",very cheap,"Comedy,Family",other,Friends,A little (mild),Pizza
635533,simple,few,"Week day lunch,Late night snack",moderate,other,soda,Friends,A little (mild),Pizza
630389,very simple,very few,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Superhero,Action","milk,soda",Friends,A lot (hot),Pizza
714901,complex,moderate,"Week day lunch,Weekend lunch,At a party",very cheap,"Animation,Comedy",soda,Friends,A moderate amount (medium),Pizza
629792,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",moderate,other,other,"Parents,Siblings,Friends",,Pizza
629025,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,"Animation,Action",other,"Friends,Strangers",,Pizza
524441,moderate,few,"Week day lunch,Weekend lunch,At a party",cheap,"Animation,Action",other,"Siblings,Friends",,Pizza
389109,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Animation,Comedy",other,Friends,,Pizza
631216,simple,few,"Week day lunch,At a party",cheap,"Horror,Thriller",soda,Friends,A moderate amount (medium),Pizza
738875,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Comedy,Family",milk,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
634669,very simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,other,soda,"Parents,Siblings,Friends,Teachers",,Pizza
409940,moderate,few,"Week day dinner,At a party",cheap,"Superhero,Action",soda,"Parents,Friends",A moderate amount (medium),Pizza
399605,simple,few,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",very cheap,"Animation,Action",soda,"Parents,Friends",,Pizza
721831,complex,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Comedy,Family",soda,"Parents,Siblings,Friends",,Pizza
835223,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,other,soda,"Friends,Strangers",A moderate amount (medium),Pizza
712938,moderate,few,"Week day dinner,Weekend dinner",moderate,Drama,soda,Friends,,Pizza
395712,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",cheap,"Animation,Action",soda,"Friends,Teachers,Strangers",A moderate amount (medium),Pizza
603388,simple,moderate,"Week day lunch,At a party,Late night snack",moderate,other,soda,Friends,A little (mild),Pizza
617774,moderate,very few,"Week day lunch,Week day dinner,Weekend lunch,At a party",expensive,other,tea,"Parents,Teachers",,Pizza
289440,moderate,few,"Week day lunch,At a party,Late night snack",very cheap,"Animation,Action",soda,"Friends,Strangers",A moderate amount (medium),Pizza
714503,simple,very few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",moderate,no_movie,soda,Friends,I will have some of this food item with my hot sauce,Pizza
714893,simple,few,"Week day lunch,Weekend lunch,At a party",very cheap,"Comedy,Family",soda,"Siblings,Friends",A moderate amount (medium),Pizza
601094,simple,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Animation,Action",other,"Siblings,Friends",,Pizza
618150,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",expensive,"Comedy,Family",soda,"Siblings,Friends",A moderate amount (medium),Pizza
607944,simple,few,"Week day dinner,Weekend lunch,At a party,Late night snack",very cheap,"Superhero,Action",milk,Friends,,Pizza
629844,moderate,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,"Animation,Comedy",juice,"Parents,Siblings,Friends,Teachers",,Pizza
626482,simple,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,"Crime,Drama",other,Friends,,Pizza
609257,simple,few,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",cheap,"Musical,Comedy,Family",alcohol,"Siblings,Friends,Teachers",,Pizza
717921,moderate,moderate,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",very cheap,"Animation,Adventure,Comedy",other,"Friends,Teachers",A little (mild),Pizza
181851,complex,few,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",cheap,no_movie,other,Friends,A lot (hot),Pizza
629041,very simple,very few,"Week day lunch,At a party,Late night snack",cheap,"Comedy,Family",soda,"Friends,Strangers",,Pizza
604062,complex,few,"Week day dinner,Weekend dinner,At a party,Late night snack",moderate,no_movie,other,"Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
716749,moderate,few,"Week day lunch,Late night snack",moderate,no_movie,water,Strangers,A little (mild),Pizza
