combined_text,Label
"-0.1709752373421826 -0.3549037546490895 Weekend lunch,Weekend dinner,At a party,Late night snack -0.6211586544828797 Unknown soda Friends A little (mild)",0
"-1.150359523720398 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.9085355436349646 Dead Silence soda Friends,Strangers A moderate amount (medium)",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 La La Land water Parents,Siblings,Friends,Strangers A little (mild)",0
"-1.150359523720398 5.120278112848134 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.3396008773630919 Harry Potter soda Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day dinner,At a party -0.47747020990683714 Transformer soup Parents Unknown",0
"1.7877933354142483 1.3560905789437931 Week day dinner,Weekend dinner,At a party,Late night snack 0.52834890212546 Teenage Mutant Ninja Turtles soda Siblings,Friends Unknown",0
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.1959124327870494 High School Musical alcohol Parents,Siblings,Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.47747020990683714 Despicable Me soda Friends,Teachers Unknown",0
"-0.1709752373421826 1.3560905789437931 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Teenage Mutant Ninja Turtles other Parents,Friends A little (mild)",0
"-1.150359523720398 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Toy Story other Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 2.683675570766097 The Godfather soda Friends,Teachers A little (mild)",0
"0.8084090490360328 1.3560905789437931 Weekend dinner,At a party -0.7648470990589221 Spider-Man soda Friends Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Pizza soda Friends,Teachers Unknown",0
"0.8084090490360328 -1.0393014880862426 Week day lunch,Week day dinner,Weekend dinner,At a party -0.9085355436349646 Teenage Mutant Ninja Turtles water Parents,Friends A little (mild)",0
"0.8084090490360328 -0.3549037546490895 Weekend lunch,Weekend dinner,At a party 1.5341680141577574 Fast And Furious soda Siblings,Friends Unknown",0
"-0.1709752373421826 -0.3549037546490895 Weekend dinner,At a party,Late night snack 1.2467911250056725 Teenage Mutant Ninja Turtles soda Friends A little (mild)",0
-2.1297438100986135 -1.0393014880862426 At a party -0.47747020990683714 The Garfield Movie soda Teachers A little (mild),0
"-0.1709752373421826 1.6982894456623696 Week day lunch,Weekend lunch,At a party -1.1959124327870494 Spider-Man soda,tea Friends Unknown",0
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Ratatouille soda Teachers A moderate amount (medium)",0
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.19009332075475224 Five Nights At Freddies soda Friends,Teachers Unknown",0
"-1.150359523720398 -0.012704887930512982 Week day lunch,Week day dinner,At a party 0.09728356839733268 Unknown soda Parents,Friends,Teachers A little (mild)",0
"-1.150359523720398 0.6716928455066401 Weekend dinner,At a party -0.19009332075475224 Back To The Future tea Parents,Siblings,Friends Unknown",0
"-1.150359523720398 -0.697102621367666 Weekend dinner,At a party,Late night snack -1.052223988211007 Godfather soda Friends,Teachers,Strangers A little (mild)",0
"-0.1709752373421826 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Mystic Pizza soda Friends A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Spider-Man soda Parents,Siblings,Friends,Teachers A little (mild)",0
"0.8084090490360328 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Futurama soda Friends A moderate amount (medium)",0
"-0.1709752373421826 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.24097201297337514 Iron Man soda Siblings,Teachers Unknown",0
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.24097201297337514 Life Of Pi soda Parents,Friends,Teachers Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.1959124327870494 Avengers other Siblings,Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Despicable Me soda Friends A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.2467911250056725 Spider-Man alcohol Parents,Friends Unknown",0
"-0.1709752373421826 1.3560905789437931 Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Home Alone soda Parents,Siblings,Friends,Teachers A moderate amount (medium)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Unknown other Parents,Siblings,Friends Unknown",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 King Kong soda Friends,Teachers,Strangers Unknown",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Home Alone soda Siblings,Friends A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Teenage Mutant Ninja Turtles other Parents,Siblings,Friends Unknown",0
-1.150359523720398 1.3560905789437931 At a party -0.3337817653307947 Cloudy With A Chance Of Meatballs soda Teachers A little (mild),0
"-0.1709752373421826 -0.012704887930512982 Week day dinner,Weekend dinner,At a party,Late night snack 0.09728356839733268 Marvel Movies soda Siblings,Friends,Teachers A lot (hot)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,At a party 0.52834890212546 Unknown soda Friends,Strangers Unknown",0
"0.8084090490360328 -0.3549037546490895 Week day dinner,At a party,Late night snack -1.052223988211007 The Garfield Movie soda Parents,Siblings,Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,At a party,Late night snack -1.1959124327870494 Garfield soda Friends Unknown",0
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.6211586544828797 Grown Ups soda Parents,Siblings,Friends A moderate amount (medium)",0
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.046404876178709774 Unknown other Teachers,Strangers A little (mild)",0
"-0.1709752373421826 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.52834890212546 Deadpool soda Parents,Siblings,Friends A little (mild)",0
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 3.402117793646309 Cloudy With A Chance Of Meatballs soda Parents,Siblings,Friends Unknown",0
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Whiplash soda Parents,Siblings,Friends Unknown",0
"-1.150359523720398 1.3560905789437931 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Home Alone water Siblings Unknown",0
"1.7877933354142483 3.0670849125366755 Week day dinner,Weekend dinner,At a party 0.52834890212546 Inside Out soda Parents,Siblings,Friends,Teachers A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,At a party 0.815725791277545 Teenage Mutant Ninja Turtles juice Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Avengers soda Siblings,Friends,Teachers Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.6211586544828797 Unknown soda Friends A little (mild)",0
"-1.150359523720398 1.0138917122252167 Weekend dinner,At a party,Late night snack 1.2467911250056725 Cloudy With A Chance Of Meatballs soda Friends Unknown",0
"-0.1709752373421826 1.3560905789437931 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Ratatouille water Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Superbad soda Parents,Siblings,Friends A little (mild)",0
"-0.1709752373421826 -0.697102621367666 At a party -1.1959124327870494 Stranger Things soda Teachers,Strangers Unknown",0
"0.8084090490360328 -0.012704887930512982 Weekend dinner,At a party -0.9085355436349646 Ratatouille soda Parents,Friends,Teachers A lot (hot)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,At a party,Late night snack 0.52834890212546 Pizza soda Friends,Strangers Unknown",0
"-0.1709752373421826 1.3560905789437931 Weekend lunch,At a party,Late night snack -1.052223988211007 Home Alone soda Siblings,Friends,Strangers A little (mild)",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 0.09728356839733268 Teenage Mutant Ninja Turtles soda Friends Unknown",0
"0.8084090490360328 -0.3549037546490895 Week day dinner,Weekend dinner,At a party,Late night snack 1.5341680141577574 Teenage Mutant Ninja Turtles soda Friends A little (mild)",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Late night snack -0.9085355436349646 Unknown juice Friends,Strangers Unknown",0
"0.8084090490360328 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack -0.9085355436349646 Air Bud other Friends,Strangers A little (mild)",0
"0.8084090490360328 0.3294939787880635 Week day lunch,At a party,Late night snack -0.7648470990589221 Deadpool soda Friends,Strangers A little (mild)",0
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.9085355436349646 A Quiet Place other Friends I will have some of this food item with my hot sauce",0
"-0.1709752373421826 0.6716928455066401 Week day lunch,Weekend lunch,At a party,Late night snack -0.7648470990589221 Finding Nemo soda Friends A little (mild)",0
"0.8084090490360328 1.3560905789437931 Week day lunch,Weekend lunch,At a party,Late night snack 0.52834890212546 Avengers soda Teachers,Strangers A little (mild)",0
"-2.1297438100986135 1.3560905789437931 Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack -0.9085355436349646 Ratatouille other Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 My Cousin Vinny water Parents,Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 0.3294939787880635 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Garfield other Siblings,Friends,Teachers A moderate amount (medium)",0
"0.8084090490360328 0.6716928455066401 Weekend dinner,At a party,Late night snack -0.9085355436349646 Garfield soda Parents Unknown",0
"-0.1709752373421826 1.3560905789437931 Weekend dinner,At a party,Late night snack 1.5341680141577574 Eat Pray Love soda Friends A moderate amount (medium)",0
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Ratatouille soda Parents,Siblings,Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend dinner,At a party,Late night snack -0.6211586544828797 Ratatouille soda Parents,Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 -0.3549037546490895 Week day dinner,Weekend dinner,At a party,Late night snack -1.3396008773630919 Home Alone soda Parents,Siblings,Teachers A little (mild)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Weekend lunch,At a party,Late night snack -0.9085355436349646 Five Nights At Freddies other Siblings,Friends,Teachers A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Unknown other Parents,Siblings,Friends,Teachers A moderate amount (medium)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Home Alone soda Parents,Siblings,Friends,Strangers Unknown",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,At a party -0.19009332075475224 Spider-Man soda Friends A little (mild)",0
"-0.1709752373421826 1.0138917122252167 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Teenage Mutant Ninja Turtles soda Siblings,Friends A moderate amount (medium)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.052223988211007 Unknown tea Friends Unknown",0
"0.8084090490360328 -0.012704887930512982 Week day dinner,Weekend dinner,At a party,Late night snack -0.19009332075475224 Comedy soda Friends,Teachers A little (mild)",0
"-0.1709752373421826 1.3560905789437931 Week day lunch,Weekend lunch -0.19009332075475224 Iron Man juice Friends A little (mild)",0
"0.8084090490360328 -0.012704887930512982 Week day dinner,Weekend lunch,Weekend dinner,At a party 1.2467911250056725 Star Wars soda Siblings,Friends A moderate amount (medium)",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,At a party -1.1959124327870494 Spider-Man soda Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Weekend lunch,At a party -1.1959124327870494 Teenage Mutant Ninja Turtles soda Siblings,Friends I will have some of this food item with my hot sauce",0
"-0.1709752373421826 1.3560905789437931 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Batman soda Friends Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Home Alone soda Parents,Siblings Unknown",0
"-1.150359523720398 -0.012704887930512982 Week day lunch,Weekend lunch,At a party,Late night snack -0.9085355436349646 Pulp Fiction soda Friends Unknown",0
"-0.1709752373421826 0.6716928455066401 Week day dinner,Weekend dinner,At a party -0.7648470990589221 Teenage Mutant Ninja Turtles water Siblings,Friends Unknown",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 1.2467911250056725 Fast And Furious other Parents,Siblings,Friends A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Weekend lunch,Weekend dinner -0.19009332075475224 Teenage Mutant Ninja Turtles other Friends A moderate amount (medium)",0
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Spider-Man soda Friends A little (mild)",0
"-1.150359523720398 1.3560905789437931 Weekend dinner,At a party -1.3396008773630919 Spider-Man soda Friends,Teachers Unknown",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.2467911250056725 Home Alone soda Parents,Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 -1.0393014880862426 Week day lunch,Weekend dinner,At a party -1.052223988211007 Unknown soda Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 Home Alone other Friends,Strangers A moderate amount (medium)",0
-0.1709752373421826 -0.697102621367666 At a party -1.1959124327870494 The Truman Show soda Friends Unknown,0
"-0.1709752373421826 -0.012704887930512982 Week day dinner,Weekend dinner,At a party,Late night snack -0.9085355436349646 Unknown soda Friends,Teachers A moderate amount (medium)",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Breaking Bad other Friends,Teachers Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.815725791277545 Interstellar soda Friends A little (mild)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.1959124327870494 Rush Hour soda Parents,Siblings Unknown",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,Weekend lunch,At a party,Late night snack -0.19009332075475224 Shrek soda Friends,Teachers Unknown",0
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Scooby Doo soda Siblings,Friends A little (mild)",0
"-1.150359523720398 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Back To The Future soda Teachers Unknown",0
"-1.150359523720398 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Ratatouille soda Friends,Teachers,Strangers A little (mild)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.5341680141577574 Princess Diaries soda Parents,Friends,Teachers A little (mild)",0
"-0.1709752373421826 -1.0393014880862426 Weekend lunch,Weekend dinner,At a party -1.052223988211007 Wall-E water Friends A little (mild)",0
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Home Alone other Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 0.6716928455066401 Week day lunch,At a party 0.6720373467015025 Ratatouille soda Strangers Unknown",0
-0.1709752373421826 -0.012704887930512982 Week day dinner 1.9652333478858848 Avengers soda Friends Unknown,0
"-0.1709752373421826 3.0670849125366755 Weekend lunch,At a party 1.9652333478858848 Teenage Mutant Ninja Turtles other Friends,Teachers,Strangers Unknown",0
"-1.150359523720398 -1.0393014880862426 Week day lunch,Weekend lunch,At a party,Late night snack -1.052223988211007 Spider-Man other Friends Unknown",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.9652333478858848 The Hangover soda Friends A moderate amount (medium)",0
"-0.1709752373421826 0.6716928455066401 Weekend lunch,At a party 1.2467911250056725 Teenage Mutant Ninja Turtles soda,tea Parents,Siblings,Friends A little (mild)",0
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.1959124327870494 Teenage Mutant Ninja Turtles soda Friends Unknown",0
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Spider-Man soda Friends A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Week day dinner,Weekend dinner,At a party,Late night snack -0.9085355436349646 Ratatouille alcohol Friends Unknown",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.09728356839733268 Spider-Man other Friends,Strangers A lot (hot)",0
"0.8084090490360328 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.6211586544828797 Teenage Mutant Ninja Turtles soda Parents,Friends,Teachers Unknown",0
"0.8084090490360328 -0.012704887930512982 Week day dinner,Weekend lunch,Weekend dinner,At a party -0.9085355436349646 Deadpool soda Parents,Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Home Alone soda Friends,Teachers,Strangers Unknown",0
"-1.150359523720398 -0.697102621367666 Week day lunch,Weekend lunch,At a party,Late night snack -1.1959124327870494 Spider-Man soda Friends Unknown",0
"-0.1709752373421826 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.7648470990589221 Spy Kids 3D soda Friends Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Squid Game other Siblings,Friends,Teachers,Strangers Unknown",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Running Man soda Teachers Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,At a party,Late night snack -0.9085355436349646 Ratatouille other Parents,Siblings,Friends,Teachers Unknown",0
"-1.150359523720398 -0.697102621367666 Week day dinner,Weekend dinner,At a party,Late night snack 1.2467911250056725 The Godfather soda Siblings Unknown",0
"0.8084090490360328 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.38466045754941763 Recep Ivedik 2 soda Siblings,Friends A little (mild)",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend dinner,At a party,Late night snack -0.9085355436349646 Venom soda Siblings,Friends Unknown",0
"0.8084090490360328 3.0670849125366755 Week day dinner,At a party,Late night snack -0.3337817653307947 Home Alone soda Friends,Teachers,Strangers A moderate amount (medium)",0
"-1.150359523720398 -0.697102621367666 Weekend dinner,At a party,Late night snack -0.9085355436349646 Moneyball other Friends A little (mild)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.6720373467015025 Home Alone other Parents,Siblings,Friends,Teachers A little (mild)",0
"-1.150359523720398 -1.0393014880862426 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.3396008773630919 Inside Out other Parents,Siblings,Friends,Teachers Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party 1.2467911250056725 Ratatouille other Parents,Friends Unknown",0
"-0.1709752373421826 2.0404883123809463 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Avengers soda Friends Unknown",0
"-0.1709752373421826 0.3294939787880635 Weekend lunch,Weekend dinner,At a party,Late night snack -0.6211586544828797 The Hangover soda Friends Unknown",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -0.19009332075475224 Home Alone soda Parents,Friends Unknown",0
"0.8084090490360328 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Coraline tea Parents,Friends,Teachers,Strangers A little (mild)",0
"-1.150359523720398 -0.3549037546490895 Week day dinner,At a party,Late night snack -1.052223988211007 Unknown soda Friends A moderate amount (medium)",0
"-0.1709752373421826 -0.3549037546490895 Week day lunch,Week day dinner,At a party -0.7648470990589221 Life Of Pi other Parents,Siblings,Friends,Teachers A little (mild)",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -1.052223988211007 Home Alone other Friends Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend lunch,At a party,Late night snack -1.052223988211007 Home Alone other Friends A little (mild)",0
"-1.150359523720398 -0.012704887930512982 Week day lunch,Late night snack 0.52834890212546 James Bond soda Friends A little (mild)",0
"-2.1297438100986135 -1.0393014880862426 Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 1.2467911250056725 Spider-Man milk,soda Friends A lot (hot)",0
"0.8084090490360328 0.3294939787880635 Week day lunch,Weekend lunch,At a party -0.9085355436349646 Cloudy With A Chance Of Meatballs soda Friends A moderate amount (medium)",0
"-0.1709752373421826 0.3294939787880635 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.52834890212546 The Goofy Movie other Parents,Siblings,Friends Unknown",0
"-0.1709752373421826 -0.697102621367666 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party -0.9085355436349646 Teenage Mutant Ninja Turtles other Friends,Strangers Unknown",0
"-0.1709752373421826 -0.012704887930512982 Week day lunch,Weekend lunch,At a party -0.19009332075475224 Teenage Mutant Ninja Turtles other Siblings,Friends Unknown",0
"0.8084090490360328 0.6716928455066401 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack 0.9594142358535874 Cloudy With A Chance Of Meatballs other Friends Unknown",0
"-1.150359523720398 -0.3549037546490895 Week day lunch,At a party -0.7648470990589221 A Quiet Place soda Friends A moderate amount (medium)",0
"-1.150359523720398 -1.0393014880862426 Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack -1.052223988211007 Home Alone milk Parents,Siblings,Friends,Teachers,Strangers A little (mild)",0
