id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Label
602657,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Pizza,cola,"Friends,Teachers",-1.0,Pizza
616945,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,ratatouille,coca cola,Teachers,2.0,Pizza
630962,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10.0,Five Nights At Freddies,Coca Cola,"Friends,Teachers",-1.0,Pizza
502799,2,8.0,"Weekend dinner,At a party",10.0,Back to the future,Ice tea,"Parents,Siblings,Friends",-1.0,Pizza
605278,2,4.0,"Weekend dinner,At a party,Late night snack",4.0,Godfather,Coke,"Friends,Teachers,Strangers",1.0,Pizza
388888,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Mystic Pizza,Coke,Friends,1.0,Pizza
519548,3,5.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Spider man 2,Coke,"Parents,Siblings,Friends,Teachers",1.0,Pizza
405521,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,futurama,coke,Friends,2.0,Pizza
715795,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",13.0,Life of Pi,Hot chocolate,"Parents,Friends,Teachers",-1.0,Pizza
625326,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Avengers,Soda,"Siblings,Friends,Teachers",1.0,Pizza
634964,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Spider-man,Beer,"Parents,Friends",-1.0,Pizza
722500,3,10.0,"Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Home Alone,coke,"Parents,Siblings,Friends,Teachers",2.0,Pizza
618355,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,king kong,coke,"Friends,Teachers,Strangers",-1.0,Pizza
611097,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Home Alone,coke,"Siblings,Friends",1.0,Pizza
634328,2,5.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles ,Soda,"Parents,Siblings,Friends",-1.0,Pizza
728522,3,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",12.0,Marvel Movies,Diet Pepsi,"Siblings,Friends,Teachers",3.0,Pizza
718570,3,5.0,"Week day lunch,Week day dinner,At a party",15.0,,coke,"Friends,Strangers",-1.0,Pizza
612478,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,Grown ups,Diet coke,"Parents,Siblings,Friends",2.0,Pizza
629710,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15.0,deadpool,coke,"Parents,Siblings,Friends",1.0,Pizza
603476,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,whiplash,coke,"Parents,Siblings,Friends",-1.0,Pizza
600957,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Home alone,Water,Siblings,-1.0,Pizza
633234,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Avengers,Coke,"Siblings,Friends,Teachers",-1.0,Pizza
148179,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,,Cola,Friends,1.0,Pizza
715845,2,9.0,"Weekend dinner,At a party,Late night snack",20.0,Cloudy with a Chance of Meatballs,Coke,Friends,-1.0,Pizza
738409,3,4.0,At a party,3.0,stranger things,pepsi,"Teachers,Strangers",-1.0,Pizza
612096,4,6.0,"Weekend dinner,At a party",4.99,Ratatouille,Sprite,"Parents,Friends,Teachers",3.0,Pizza
605207,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",12.0,Teenage Mutant Ninja Turtles,Coke,Friends,-1.0,Pizza
719554,3,3.0,"Week day lunch,Late night snack",5.0,,Juice,"Friends,Strangers",-1.0,Pizza
627427,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",5.0,Air Bud,Soda,"Friends,Strangers",1.0,Pizza
411315,4,7.0,"Week day lunch,At a party,Late night snack",6.0,Deadpool,coke,"Friends,Strangers",1.0,Pizza
627798,3,8.0,"Week day lunch,Weekend lunch,At a party,Late night snack",6.0,Finding Nemo,Coca Cola,Friends,1.0,Pizza
712093,4,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",15.0,Avengers Endgame,Coca Cola,"Teachers,Strangers",1.0,Pizza
627488,1,10.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",5.0,Ratatouille,Soda,"Friends,Teachers",1.0,Pizza
626493,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,My Cousin Vinny,San Pellegrino Sparkling Water,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
712898,4,8.0,"Weekend dinner,At a party,Late night snack",5.0,Garfield,Diet Coke,Parents,-1.0,Pizza
631012,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Ratatouille,Coke,"Parents,Siblings,Friends",-1.0,Pizza
601848,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",7.0,Ratatouille,Coke with lemon,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
612131,2,5.0,"Week day dinner,Weekend dinner,At a party,Late night snack",2.0,Home Alone,Coca-cola,"Parents,Siblings,Teachers",1.0,Pizza
601122,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Home Alone,Coke,"Parents,Siblings,Friends,Strangers",-1.0,Pizza
520828,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles,Diet Coke,"Siblings,Friends",2.0,Pizza
514199,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,,Nestea,Friends,-1.0,Pizza
389697,4,6.0,"Week day dinner,Weekend dinner,At a party,Late night snack",10.0,Comedy,Coke,"Friends,Teachers",1.0,Pizza
612567,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,Star Wars,Coca cola,"Siblings,Friends",2.0,Pizza
744468,3,3.0,"Week day lunch,At a party",3.0,Spider-Man,Coke,Friends,-1.0,Pizza
519681,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,The Dark Knight,Diet Coke,Friends,-1.0,Pizza
631125,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Home Alone 2: Lost in New York,Coke,"Parents,Siblings",-1.0,Pizza
606119,2,6.5,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,Pulp fiction,Coke,Friends,-1.0,Pizza
627252,3,8.0,"Week day dinner,Weekend dinner,At a party",6.0,Ninja Turtles,Water,"Siblings,Friends",-1.0,Pizza
603838,2,5.0,"Weekend lunch,Weekend dinner",10.0,Teenage Mutant Ninja Turtles,Soda,Friends,2.0,Pizza
719735,4,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Spiderman 2,Coke,Friends,1.0,Pizza
608062,2,10.0,"Weekend dinner,At a party",2.5,Spider man  ,Coca cola ,"Friends,Teachers",-1.0,Pizza
608704,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Home Alone,Coke,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
603793,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15.0,Home Alone,soda,"Friends,Strangers",2.0,Pizza
524803,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,Breaking Bad,Soda,"Friends,Teachers",-1.0,Pizza
629712,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",17.0,Interstellar,Coca Cola,Friends,1.0,Pizza
627505,3,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,Rush Hour,Pepsi,"Parents,Siblings",-1.0,Pizza
607065,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Scooby Doo,Coke,"Siblings,Friends",1.0,Pizza
500077,2,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Back to the Future 2,Diet coke,Teachers,-1.0,Pizza
633350,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Ratatouille,Coke,"Friends,Teachers,Strangers",1.0,Pizza
603664,2,8.0,"Week day lunch,At a party",16.0,Ratatouille,coke,Strangers,-1.0,Pizza
840827,3,6.0,Week day dinner,25.0,Avengers,Coke,Friends,-1.0,Pizza
604897,3,15.0,"Weekend lunch,At a party",25.0,Teenage Mutant Ninja Turtles,soda,"Friends,Teachers,Strangers",-1.0,Pizza
525422,2,3.0,"Week day lunch,Weekend lunch,At a party,Late night snack",3.5,Spiderman,Soda,Friends,-1.0,Pizza
622023,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,Ninja Turtles,Coke Zero,Friends,-1.0,Pizza
604770,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,spiderman,coke,Friends,1.0,Pizza
608318,2,5.5,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,Ratatouille,wine,Friends,-1.0,Pizza
745297,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,Teenage Mutant Ninja Turtles,Coke,"Parents,Friends,Teachers",-1.0,Pizza
627599,4,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Deadpool,Diet coke,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
520037,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Home Alone,Coke,"Friends,Teachers,Strangers",-1.0,Pizza
632189,2,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",3.0,Spider man,Coca Cola,Friends,-1.0,Pizza
228777,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.5,running man ,Coca Cola ,Teachers,-1.0,Pizza
609278,3,6.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,Ratatouille,Soda,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
607517,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14.0,Recep Ivedik 2,Coke,"Siblings,Friends",1.0,Pizza
714607,3,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",5.0,Venom,Coke,"Siblings,Friends",-1.0,Pizza
497695,2,4.0,"Weekend dinner,At a party,Late night snack",5.0,Moneyball,Soda,Friends,1.0,Pizza
608688,2,3.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.5,"Inside Out, Teenage Mutant Ninja Turtles",Soda,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
604386,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",20.0,Ratatouille,soft drink,"Parents,Friends",-1.0,Pizza
715152,3,7.0,"Weekend lunch,Weekend dinner,At a party,Late night snack",7.0,"hangover, or any teen party movies which features a lot of sweet stuff.","carbonated sweet drinks, such as cocacola, pepsi, etc",Friends,-1.0,Pizza
604110,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Home Alone,Coca-Cola,"Parents,Friends",-1.0,Pizza
629010,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Coraline,Nestea,"Parents,Friends,Teachers,Strangers",1.0,Pizza
605254,2,5.0,"Week day dinner,At a party,Late night snack",4.0,,Diet Coke,Friends,2.0,Pizza
628990,3,5.0,"Week day lunch,Week day dinner,At a party",6.0,Life if Pi,Soda,"Parents,Siblings,Friends,Teachers",1.0,Pizza
625295,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,Home Alone,Pop,Friends,-1.0,Pizza
630389,1,3.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20.0,Sam Raimi's Spider Man,Chocolate Milk,Friends,3.0,Pizza
629025,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Teenage Mutant Ninja Turtles,Soda,"Friends,Strangers",-1.0,Pizza
524441,3,6.0,"Week day lunch,Weekend lunch,At a party",10.0,Teenage Mutant Ninja Turtles,Ginger ale,"Siblings,Friends",-1.0,Pizza
389109,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",18.0,Cloudy With a Chance of Meatballs,Canada Dry Ginger Ale,Friends,-1.0,Pizza
631216,2,5.0,"Week day lunch,At a party",6.0,A Quiet Place 2,coke,Friends,2.0,Pizza
738875,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Home alone,Milk,"Parents,Siblings,Friends,Teachers,Strangers",1.0,Pizza
634669,1,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.29,Carry-On,Sprite,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
409940,3,6.0,"Week day dinner,At a party",8.0,spiderman,diet coke,"Parents,Friends",2.0,Pizza
399605,2,5.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles,coke,"Parents,Friends",-1.0,Pizza
721831,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Home Alone,Coke,"Parents,Siblings,Friends",-1.0,Pizza
835223,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,Set it up,coke,"Friends,Strangers",2.0,Pizza
712938,3,5.0,"Week day dinner,Weekend dinner",15.0,Green Book,coke,Friends,-1.0,Pizza
289440,3,5.0,"Week day lunch,At a party,Late night snack",4.0,Teenage Mutant Ninja Turtles,coke,"Friends,Strangers",2.0,Pizza
714503,2,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,"relaxing, comedy",cola,Friends,4.0,Pizza
714893,2,5.0,"Week day lunch,Weekend lunch,At a party",5.0,Home Alone 2,Coke,"Siblings,Friends",2.0,Pizza
601094,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.5,teenage mutant ninja turtles,soda,"Siblings,Friends",-1.0,Pizza
629844,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6.0,Ratatouille,Orange juice,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
626482,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,The Godfather,Pop,Friends,-1.0,Pizza
609257,2,5.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",6.0,High School Musical ,Rootbeer,"Siblings,Friends,Teachers",-1.0,Pizza
717921,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,Zootopia,Lemonade,"Friends,Teachers",1.0,Pizza
181851,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,,pops,Friends,3.0,Pizza
520861,3,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",12.0,ratatouille,Soda,Friends,-1.0,Pizza
517019,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4.0,30 minutes or less,pop,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
611716,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,Home alone,coke,"Parents,Siblings",-1.0,Pizza
193195,3,5.0,"Weekend dinner,At a party,Late night snack",5.0,21 Jump Street,Coca Cola,"Friends,Teachers",1.0,Pizza
627530,2,7.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",10.0,Free Guy,Coca-Cola,Friends,1.0,Pizza
625315,2,5.5,"Week day lunch,Week day dinner,At a party,Late night snack",7.0,Home Alone,Soft drink,"Parents,Siblings,Friends,Teachers,Strangers",1.0,Pizza
715806,4,10.0,"Week day lunch,Weekend dinner,At a party",7.0,Soul,coke,"Parents,Siblings,Friends,Teachers",-1.0,Pizza
720045,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,The Godfather,Water,"Friends,Teachers",3.0,Pizza
713585,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30.0,Idk,Soda,"Friends,Teachers",-1.0,Pizza
611188,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",7.0,Five Nights at Freddy’s,Ginger Ale,"Friends,Teachers",-1.0,Pizza
606726,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16.0,Life is Beautiful,Orange Juice,"Friends,Strangers",-1.0,Pizza
634825,3,7.0,"Weekend dinner,At a party",5.0,Cloudy with a chance of meatballs,Soda,"Parents,Friends,Teachers",-1.0,Pizza
613409,4,8.0,"Weekend dinner,At a party,Late night snack",8.0,The wicked,Coke-Cola,Friends,2.0,Pizza
633224,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2.5,Home Alone,Coca Cola,Friends,-1.0,Pizza
738850,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Five Nights at Freddy's,Coca Cola,"Parents,Siblings,Teachers",-1.0,Pizza
13183,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4.0,Harold & Kumar Go to White Castle,ice tea,"Parents,Friends",-1.0,Pizza
627169,2,15.0,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",20.0,Teenage Mutant Ninja Turtles,Coke,"Parents,Friends",2.0,Pizza
229041,3,5.0,"Week day lunch,Weekend lunch,At a party",5.0,home alone,soda,"Parents,Siblings,Friends",-1.0,Pizza
409723,2,11.0,"Week day lunch,At a party,Late night snack",7.0,Home alone ,Coke,"Parents,Siblings,Teachers",-1.0,Pizza
630949,4,7.0,"Weekend lunch,Weekend dinner,At a party",10.0,Lord of the Rings,Soda,"Siblings,Friends",-1.0,Pizza
310438,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Home Alone,Coke,"Siblings,Friends,Teachers",-1.0,Pizza
627430,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,Home Alone,Coke,"Siblings,Friends,Strangers",1.0,Pizza
526510,2,4.0,At a party,6.0,,cola,Strangers,-1.0,Pizza
390823,3,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",5.0,The Hangover,Coke,Friends,1.0,Pizza
712143,3,6.0,"Week day lunch,Week day dinner,At a party",15.0,Little Italy,Cola,Parents,1.0,Pizza
612538,4,6.0,"Week day lunch,Weekend dinner,At a party,Late night snack",3.0,Toy Story,Coca Cola,"Friends,Teachers",-1.0,Pizza
627539,2,4.0,"Week day lunch,Weekend lunch,At a party",5.0,The Mario Movie,Coca Cola,"Siblings,Friends",2.0,Pizza
740568,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5.0,Little Italy,Coke,"Friends,Teachers,Strangers",-1.0,Pizza
406863,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Teenage Mutant Ninja Turtles,coke,"Friends,Teachers",-1.0,Pizza
628077,2,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",5.0,Breaking Bad,Soda ,"Parents,Siblings,Friends,Teachers,Strangers",-1.0,Pizza
601693,2,6.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",3.0,Mystic Pizza,Diet Coke,"Siblings,Friends",-1.0,Pizza
517096,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5.0,Home Alone,Coca Cola,"Siblings,Friends,Teachers",-1.0,Pizza
606821,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.0,Back to the Future,Sprite,"Siblings,Friends,Strangers",-1.0,Pizza
455047,3,4.0,"Week day lunch,Week day dinner,Weekend dinner,At a party",6.0,,coke,Friends,2.0,Pizza
625576,3,10.0,"Week day lunch,Week day dinner,At a party,Late night snack",5.0,Liquorice Pizza,Water,"Siblings,Friends,Teachers",1.0,Pizza
716549,4,8.0,"Week day lunch,Week day dinner,At a party,Late night snack",9.0,The Avengers,Hot water ,Teachers,3.0,Shawarma
727333,1,3.0,"Week day lunch,Weekend lunch",8.0,action movie,water,Siblings,1.0,Shawarma
606874,3,10.0,"Week day lunch,Week day dinner,Late night snack",10.0,The Dictator,Juice,Friends,2.0,Shawarma
505318,4,7.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8.0,Superbad,Ayran,"Parents,Siblings",2.0,Shawarma
605771,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10.0,,Water,Friends,1.0,Shawarma
626792,2,13.0,"Week day lunch,Weekend lunch",13.0,anjaana anjaani,water,"Friends,Teachers",3.0,Shawarma
714863,2,10.0,"Week day lunch,Weekend lunch,Late night snack",10.0,none,juice,Strangers,-1.0,Shawarma
602526,4,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13.0,Hawkeye,orange juice,"Siblings,Friends",1.0,Shawarma
389328,3,5.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,Transformers,Beer,"Siblings,Friends,Strangers",3.0,Shawarma
289931,5,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.0,Aladdin,Pop like Coke,Friends,-1.0,Shawarma
620148,1,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.0,The Invisible Guest,Water,Friends,1.0,Shawarma
387155,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.0,Squid game,water,"Siblings,Friends",2.0,Shawarma
614043,3,6.5,"Week day lunch,Week day dinner,Weekend lunch",8.0,Avengers 1,Ayran ,"Parents,Friends",2.0,Shawarma
521125,5,8.0,"Week day lunch,Weekend lunch",9.0,The Avengers,Root beer,"Siblings,Friends",-1.0,Shawarma
627780,4,5.0,Week day lunch,10.0,1001 Nights,Water,Strangers,1.0,Shawarma
492744,3,8.0,"Week day lunch,Late night snack",14.0,The Avengers,Soda,Friends,3.0,Shawarma
601609,3,8.0,"Week day lunch,Week day dinner,Weekend lunch",10.0,Fast Furious,Nestea,Parents,2.0,Shawarma
602657,2,10.0,"Week day lunch,Weekend lunch",10.0,The Avengers,milk tea,Friends,1.0,Shawarma
724326,1,7.0,"Week day lunch,Weekend lunch",12.0,"""Star Wars: Episode V - The Empire Strikes Back""",Water,Friends,-1.0,Shawarma
616945,3,5.0,"Week day lunch,Weekend lunch",8.0,ratatouille,sprite,Friends,2.0,Shawarma
630962,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",7.5,Spiderman Into The Spiderverse,Water,"Friends,Strangers",1.0,Shawarma
502799,1,6.0,"Week day lunch,Weekend lunch",6.0,Slumdog millionaire ,Ice tea,Friends,1.0,Shawarma
605278,4,4.0,"Week day lunch,At a party,Late night snack",7.0,Cleopatra,Sprite,Friends,2.0,Shawarma
388888,4,10.0,"Week day lunch,Weekend lunch",12.0,The Avengers,iced tea,"Friends,Strangers",2.0,Shawarma
519548,4,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15.0,The Avengers (2012),Water,"Friends,Strangers",2.0,Shawarma
405521,2,3.0,"Week day lunch,Week day dinner",15.0,,mango juice,"Friends,Strangers",2.0,Shawarma
607410,3,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack",8.0,The Kite Runner,Coca Cola Zero,"Parents,Friends",2.0,Shawarma
715795,3,6.0,"Week day lunch,Weekend lunch,Late night snack",8.0,2012,Orange juice,"Parents,Friends,Strangers",1.0,Shawarma
625326,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.0,The Boys,Lassi,"Friends,Strangers",1.0,Shawarma
634964,4,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10.0,The Avengers,Coke,Friends,1.0,Shawarma
722500,2,4.0,"Week day lunch,Week day dinner",7.0,The Avengers ,orange juice,Strangers,2.0,Shawarma
